1,Item,Page 17-18,Categories,Sub-Categories,Group Item,Group Components,Short Description,Long Description,Origin,CTN,Shipping Length (Inch),Shipping Width (Inch),Shipping Height (Inch),Shipping Volume (CuFt),Shipping Weight (LB),Product Dimension (Inch),Style,Material,Material %1,Material %2,Size,Name,Reference Image,Color,Feature 1,Feature 2,Feature 3,Feature 4,Feature 5,Feature 6,Feature 7,Feature 8,Feature 9,Feature 10,Summary
2385,CM7027Q-BED,108,Bedroom,Beds,Y,"CM7027Q-HB, CM7027Q-FB-R",Queen Bed,Furniture of America Webster Contemporary Queen Bed,,2,0,0,0,23.8,169.4,"92 1/2""L X 64 1/2""W X 46 3/4""H",Contemporary,"Leatherette, Solid Wood, Wood Veneer & Others",,,Queen,Webster,CM7027.jpg,Espresso Leatherette,Padded Platform Bed w/ Leatherette or Leather-Like Fabric,Center Folding Table,European Style Slat Kit,Solid Wood & Others,Available in 2 Colors,,,,,,The bold leatherette padded headboard and footboard provide sleek contemporary styling to your bedroom. Function and comfort are combined with a convenient center folding table built into the headboard. Two options to choose from: brown leather-like  fabric or espresso leatherette. -
2409,CM7793BK-Q-BED,109,Bedroom,Beds,Y,"CM7793BK-Q-HB, CM7793BK-Q-FB/R",Queen Bed,Furniture of America WALLEN Contemporary Queen Bed,,2,0,0,0,7.2,77,"86 1/2""L X 63 1/4""W X 39 1/2""H",Contemporary,"Crocodile Leatherette, Solid Wood & Others",,,Queen,WALLEN,CM7793BK.jpg,Black,Contemporary Style,Crocodile Skin Leatherette,Button Tufted Headboard,Tapered Legs,Slat Kit Included,Solid Wood & Others,Available in 3 Colors,,,,"Bringing the best of design and function together, this bed is perfect for all generations. Elegantly simple, the bed offers a fresh look that coordinates with bedding of almost any style. Crocodile skin surface leatherette adds an air of elegance an d sophistication to this simple upholstered headboard. -"
2424,CM7793WH-Q-BED,109,Bedroom,Beds,Y,"CM7793WH-Q-HB, CM7793WH-Q-FB/R",Queen Bed,Furniture of America WALLEN Contemporary Queen Bed,,2,0,0,0,7.2,77,"86 1/2""L X 63 1/4""W X 39 1/2""H",Contemporary,"Crocodile Leatherette, Solid Wood & Others",,,Queen,WALLEN,CM7793WH.jpg,Pearl White,Contemporary Style,Crocodile Skin Leatherette,Button Tufted Headboard,Tapered Legs,Slat Kit Included,Solid Wood & Others,Available in 3 Colors,,,,"Bringing the best of design and function together, this bed is perfect for all generations. Elegantly simple, the bed offers a fresh look that coordinates with bedding of almost any style. Crocodile skin surface leatherette adds an air of elegance an d sophistication to this simple upholstered headboard. -"
2439,CM7795BK-Q-BED,109,Bedroom,Beds,Y,"CM7795BK-Q-HB, CM7795BK-Q-FB/R",Queen Bed,Furniture of America KODELL Contemporary Queen Bed,,2,0,0,0,8,82.4,"86""L X 63 1/2""W X 44 1/2""H",Contemporary,"Crocodile Leatherette, Solid Wood & Others",,,Queen,KODELL,CM7795BK.jpg,Black,Contemporary Style,Crocodile Skin Leatherette,Button Tufted Headboard,Tapered Legs,Slat Kit Included,Solid Wood & Others,Available in 3 Colors,,,,"Unpretentious, unassuming, but clearly elegant, this headboard features exotic croc skin fabric texture defined by supple leatherette fabric to add quiet sophistication as it grounds your bed. The master bedroom just got an upgrade in luxury with thi s bed. -"
2454,CM7007Q-BED,110,Bedroom,Beds,Y,"CM7007Q-HB, CM7007Q-FBR",Queen Bed,Furniture of America Villa Park Contemporary Queen Bed,,2,0,0,0,8.8,82.5,"86""L X 63""W X 40 1/2""H",Contemporary,"Leatherette, Solid Wood & Others",,,Queen,Villa Park,CM7007.jpg,Espresso,Contemporary Style,Padded Leatherette Platform Bed,Curved Headboard,European Slat Kit,Solid Wood & Others,Espresso Finish,,,,,"A sleek modern vibe fused with the relaxing warmth of the leatherette headboard will create a casual yet sophisticated look. There is generous storage in all the matching case goods, which are accented with brushed nickel knobs. A twin size bed is al so available with its own set of kids' case goods. -"
2479,CM7057Q-BED,111,Bedroom,Beds,Y,"CM7057Q-HB, CM7057Q-FB/R",Queen Bed,Furniture of America Hendrik Contemporary Queen Bed,,2,0,0,0,15.9,100.7,"91""L X 64 1/4""W X 43 1/4""H",Contemporary,"Leatherette, Wood & Others",,,Queen,Hendrik,CM7057.jpg,Espresso,Contemporary Style,Padded Leatherette Platform Bed,Bluetooth Speakers On Both Sides Of H/B,European Style Slat Kit,Solid Wood & Others,Available in 5 Bed Sizes,Espresso Finish,,,,Make a bold and loud statement in your bedroom! This rather simple-looking bed is equipped with two bluetooth speakers on both sides of the headboard. Wirelessly connect your MP3 player and blast your favorite songs! The bed is mattress-ready and sha res the same espresso finish as its case goods. -
2494,CM7099EX-Q-BED,111,Bedroom,Beds,Y,"CM7099EX-Q-HB, CM7099EX-Q-FB",Queen Bed,Furniture of America EVANS Contemporary Queen Bed,,2,0,0,0,7.2,77,"86 1/2""L X 63 1/4""W X 39 1/2""H",Contemporary,"Leatherette, Solid Wood & Others",,,Queen,EVANS,CM7099EX.jpg,Espresso,Contemporary Style,Padded Platform Bed,Tapered Legs,Solid Wood & Others,Available in multiple color options,,,,,,"Rest easy with modern platform leatherette upholstered bed. Our great looking, simple, no frills upholstered bed with classic Parsons style headboard with Bluetooth equipped makes for a nice space to lean up against. A trend-proof look that is alwa ys easy to personalize and update with a change of bed sheets and decorative pillows. -"
2600,CM7125Q-BED,115,Bedroom,Beds,Y,"CM7125Q-HB, CM7125Q-FB, CM7125Q-R",Queen Bed,Furniture of America ZELINA Contemporary Queen Bed,,3,0,0,0,38.6,165,"108 1/2""L X 77""W X 26 1/4""H",Contemporary,,,,Queen,ZELINA,CM7125.jpg,"Black, White",Contemporary Style,Slat Kit Included,Padded Leatherette Platform Bed,"Solid Wood, Others",Unique Curved Design,,,,,,"For the modern enthusiast, this curvaceous platform bed is a unique addition to any bedroom. Completely upholstered in smooth leatherette, the stylized structure utilizes the two-tone black and white to enhance the flow and appearance of movement. As  the headboard gracefully rises, the frame itself easily keeps any mattress in place. -"
2616,CM7604GY-Q-BED,115,Bedroom,Beds,Y,"CM7604GY-Q-HB, CM7604GY-Q-FB, CM7604GY-Q-R",Queen Bed,Furniture of America VIZELA Contemporary Queen Bed,,3,0,0,0,33,138.6,"101""L X 75 1/2""W X 37 1/2""H",Contemporary,"Leatherette, Solid Wood & Others",,,Queen,VIZELA,CM7604GY.jpg,Gray,Contemporary Style,Padded Leatherette Platform Bed,Arched Low Profile Design,Slat Kit Included,Solid Wood & Others,Available in 2 Colors,,,,,Add curves into your bedroom with this contemporary styled bed. The arched platform design enhances the padded grid-like patterning along the smooth light gray or a Ivory leatherette. - -
2684,CM7674Q-BED,119,Bedroom,Beds,Y,"CM7674Q-HBFB, CM7674Q-R",Queen Bed,Furniture of America Orianna Transitional Queen Bed,,2,0,0,0,13.6,130,"88""L X 65""W X 55""H",Transitional,"Linen-like Fabric, Solid Wood & Others",,,Queen,Orianna,CM7674.jpg,Gray,Contemporary Style,Pull-out Footbaord Drawers w/ Casters,Padded Linen-like Fabric,Button Tufted Headboard,Nailhead Trim,Solid Wood/Others,Gray,,,,Bring elegance into your bedroom with this magnificent tufted bed. Dual nailhead trim lines the expansive headboard while button tufting adds depth and dimension. The pullout footboard can double as extra storage space and is easily accessed with the  help of caster wheels. -
2696,CM7675Q-BED,119,Bedroom,Beds,Y,"CM7675Q-HBFB, CM7675Q-R",Queen Bed,Furniture of America CLAUDINE Contemporary Queen Bed,,2,0,0,0,17.8,120.68,"89 1/4""L X 66 1/2""W X 59 7/8""H",Contemporary,,,,Queen,CLAUDINE,CM7675.jpg,Beige,Contemporary Style,Corner Cut-out Design H/B & F/B,Nailhead Trim,Crystal-like Acrylic Buttons,Fabric,Solid Wood & Others*,Beige,,,,"Adorned with crystal-like acrylic buttons and crisp nailhead trim, this lovely contemporary style bed radiates charm and sophistication. The cut-out corners, beige Fabric and turned legs all come together to create a timeless piece for years of enjoy ment. -"
2756,CM7055IV-Q-BED,121,Bedroom,Beds,Y,"CM7055IV-Q-HB, CM7055IV-Q-FBR",Queen Bed,Furniture of America MIRA Contemporary Queen Bed,,2,0,0,0,18.9,160.9,"89""L X 66 1/2""W X 65""H",Contemporary,"Fabric, Solid Wood & Others",100% Polyester,,Queen,MIRA,CM7055IV.jpg,Beige,Contemporary Style,Padded Leatherette H/B,Button Tufted Design,Solid Wood & Others,Available in 4 Colors,,,,,,"Contemporary inspired design carefully crafted with button tufted accents and perfectly padded fabric. This bed is available in various colors, and sizes to perfectly compliment any style bedroom décor. - -"
2759,CM7055Q-BED,121,Bedroom,Beds,Y,"CM7055Q-HB, CM7055Q-FBR",Queen Bed,Furniture of America Mira Contemporary Queen Bed,,2,0,0,0,18.9,165.3,"88 1/4""L X 66 1/2""W X 65""H",Contemporary,"Leatherette, Solid Wood & Others","40% PVC, 30% Plasticiser, 20% Filler, 10% Polyester",,Queen,Mira,CM7055-bed.jpg,Silver,Contemporary Style,Padded Leatherette H/B,Button Tufted Design,Solid Wood & Others,Silver Color,,,,,,"The oversized, padded wingback headboard serves as a perfect stage for the beautifully laid-out button tuftings. Neutral silver padded leatherette helps keep the contemporary feel intact, while the low profile platform ensures easy access in and out  of this gorgeous bed. -"
2780,CM7516Q-BED,122,Bedroom,Beds,Y,"CM7516Q-HB, CM7516Q-FB, CM7516Q-R",Queen Bed,Furniture of America REBECCA Contemporary Queen Bed,,3,0,0,0,22.9,147,"87""L X 66 1/2""W X 64 1/2""H",Contemporary,,,,Queen,REBECCA,CM7516.jpg,Brown,Contemporary Style,Wingback Design,Nailhead Trim,Padded Fabric,Solid Wood & Others*,Brown,,,,,"Elegant wingback designs come paired with intricate nailhead trim in the form of this stylish bed. The camelback structure incorporates chic and glamorous elements that will amplify the beauty of any room. Entirely upholstered in soft brown fabric, t he bed also showcases a padded headboard that doubles as a comfortable backrest to lean against. So curl up with a good book before bed and drift off into your dreams! -"
2793,CM7698Q-BED,122,Bedroom,Beds,Y,"CM7698Q-HBFB, CM7698Q-R",Queen Bed,Furniture of America Karissa Transitional Queen Bed,,2,0,0,0,18.3,121.88,"88""L X 68 1/2""W X 52 3/4""H",Transitional,"Linen-like Fabric, Solid Wood & Others",,,Queen,Karissa,CM7698.jpg,Beige,Contemporary Style,Embroidered Floral Details,Camelback Headboard,Black Tapered Legs,Linen-like Fabric,Solid Wood/Others,Beige,,,,"For a touch of elegance, pair your bedroom with this floral embroidered platform bed. The linen-like upholstery is wrapped tightly around the wooden framework, and sits atop espresso finished block legs for added height. The camelback headboard adds  a sense of ease with its soft curves and adds a chic element to the beige coloring. -"
2810,CM7161Q-BED,123,Bedroom,Beds,Y,"CM7161Q-HB, CM7161Q-FB/R",Queen Bed,Furniture of America Marisko Contemporary Queen Bed,,2,0,0,0,19.7,121,"89 1/4""L X 68 1/2""W X 54 1/2""H",Contemporary,"Fabric, Solid Wood & Others",100% Polyester,,Queen,Marisko,CM7161.jpg,Taupe,Contemporary Style,Padded Fabric Bed,Camel-Back Shape H/B,Solid Wood & Others,Taupe Color,,,,,,"Fully upholstered in taupe fabric, this elegant bed features a camelback shaped padded headboard with nailhead trim. Button-tufting create a visually plush facet for the semi-wingback headboard. The contrasting case goods showcasing a unique tiered d esign are finished in es presso. -"
2819,CM7050GY-Q-BED,124,Bedroom,Beds,Y,"CM7050GY-Q-HB/FB, CM7050GY-Q-R",Queen Bed,Furniture of America Fontes Contemporary Queen Bed,,2,0,0,0,28.6,176,"90 1/4""L X 71 1/4""W X 64 1/4""H",Contemporary,,100% Polyester,,Queen,Fontes,CM7050GY-7118.jpg,Gray,Contemporary Style,Padded Flax Fabric Bed,Wingback Design H/B,"Solid Wood, Wood Veneer & Others",Available in 2 Colors,,,,,,"Sleek contemporary design is the hallmark of this bedroom set. Button tuftings provide a perfect focus on the wingback headboard. Made of padded flax fabric, the bed is available in either gray or ivory. - -"
2828,CM7050IV-Q-BED,124,Bedroom,Beds,Y,"CM7050IV-Q-HB/FB, CM7050IV-Q-R",Queen Bed,Furniture of America Fontes Contemporary Queen Bed,,2,0,0,0,28.6,176,"90 1/4""L X 71 1/4""W X 64 1/4""H",Contemporary,,100% Polyester,,Queen,Fontes,CM7050IV-7982.jpg,Ivory,Contemporary Style,Padded Flax Fabric Bed,Wingback Design H/B,"Solid Wood, Wood Veneer & Others",Available in 2 Colors,,,,,,"Sleek contemporary design is the hallmark of this bedroom set. Button tuftings provide a perfect focus on the wingback headboard. Made of padded flax fabric, the bed is available in either gray or ivory. - -"
2840,CM7200IV-Q-BED,125,Bedroom,Beds,Y,"CM7200IV-Q-HB, CM7200IV-Q-FBR",Queen Bed,Furniture of America Leeroy Contemporary Queen Bed,,2,0,0,0,7.8,82.4,"86""L X 63""W X 44""H",Contemporary,"Fabric, Solid Wood & Others",100% Polyester,,Queen,Leeroy,CM7200IV-7088.jpg,Ivory,Contemporary Style,Padded Fabric Platform Bed,Button Tufted Headboard,European Style Slat Kit,Solid Wood & Others,Available in 2 Colors,,,,,"Create a simple yet inviting atmosphere in your bedroom with this contemporary bedroom set. The platform bed is fully upholstered fabric and available in two colors: gray or ivory. A padded, button-tufted headboard adds elegance and warmth to this be autiful set. -"
2855,CM7200LB-Q-BED,125,Bedroom,Beds,Y,"CM7200LB-Q-HB, CM7200LB-Q-FBR",Queen Bed,Furniture of America Leeroy Contemporary Queen Bed,,2,0,0,0,7.8,82.4,"86""L X 63""W X 44""H",Contemporary,"Fabric, Solid Wood & Others",100% Polyester,,Queen,Leeroy,CM7200LB-7113EX.jpg,Gray,Contemporary Style,Padded Fabric Platform Bed,Button Tufted Headboard,European Style Slat Kit,Solid Wood & Others,Available in 2 Colors,,,,,"Create a simple yet inviting atmosphere in your bedroom with this contemporary bedroom set. The platform bed is fully upholstered fabric and available in two colors: gray or ivory. A padded, button-tufted headboard adds elegance and warmth to this be autiful set. -"
2869,CM7127Q-BED,126,Bedroom,Beds,Y,"CM7127Q-HB, CM7127Q-FB, CM7127Q-R",Queen Bed,Furniture of America NOEMI Contemporary Queen Bed,,3,0,0,0,44.8,201.08,"109 3/4""L X 68 1/4""W X 52""H",Contemporary,,100% Polyester,,Queen,NOEMI,CM7127.jpg,Mocha,Contemporary Style,Padded Corduroy Fabric,Sleigh Bed w/ Deep Button Tufting,Nailhead Trim,"Solid Wood, Others",Mocha,,,,,"Boldly fashioned with a completely upholstered exterior, this sleigh bed provides a comforting twist to traditional designs. The gorgeous curvatures are emphasized by nailhead trim detailing along the sides and entrancing button tufting along the inn er areas. The corduroy fabric is beautifully styled with a Mocha color to add both warmth and lightheartedness to any bedroom. -"
2927,CM7060GY-Q-BED,127,Bedroom,Beds,Y,"CM7060GY-Q-HB, CM7060GY-Q-FB/R",Queen Bed,Furniture of America Dillan Contemporary Queen Bed,,2,0,0,0,14.5,98,"88 1/4""L X 66 1/4""W X 43""H",Contemporary,"Fabric, Wood & Others",100% Polyester,,Queen,Dillan,CM7060GY.jpg,Gray,Contemporary Style,Padded Fabric Platform Bed,Bluetooth Speakers On Both Sides Of H/B,European Style Slat Kit,Solid Wood & Others,Available in 2 Colors,,,,,"With the choice of gray or ivory, this padded fabric platform bed will fit into any contemporary home. Music capabilities are also onboard, with two speakers on both side of the headboard that can be controlled wirelessly through a bluetooth device. - -"
2942,CM7210Q-BED,127,Bedroom,Beds,Y,"CM7210Q-HB, CM7210Q-FB, CM7210Q-R",Queen Bed,Furniture of America CHANELLE Contemporary Queen Bed,,3,0,0,0,34,184.4,"87""L X 65 3/8""W X 59 7/8""H",Contemporary,,100% Polyester,,Queen,CHANELLE,CM7210.jpg,Ivory,Contemporary Style,Button-tufted Padded Fabric,Wingback Design w/ Nailhead Trim,"Solid Wood, Wood Veneer, Others",Slat Kit Included,Espresso Finish,,,,,Upscale your bedroom with this tall and sophisticated platform bed. Gorgeous button tufting enhances the light fabric upholstery while nailhead trim and espresso finished wood paneling draws attention to the wrapped structure. The beautiful two-toned  design makes it easy to pair with the case goods of your choice. -
3060,CM7696Q-BED,130,Bedroom,Beds,Y,"CM7696Q-HB, CM7696Q-FBR",Queen Bed,Furniture of America Erglow II Contemporary Queen Bed,,2,0,0,0,11.1,127.3,"86 1/2""L X 64""W X 56""H",Contemporary,"Leatherette, Solid Wood & Others",,,Queen,Erglow II,CM7696.jpg,Espresso,Contemporary Style,Slat Kit Included,LED Light Trim on Headboard,Touch Switch on Left Side of Bed,Padded Leatherette Frame,Solid Wood/Others,Espresso,,,,"There's no need to get out of bed anymore, this leatherette upholstered bed features a convenient touch LED lighting trim. The built-in side button provides easy on and off control to brighten your room at a moment's notice. - -"
3075,CM7676Q-BED,131,Bedroom,Beds,Y,"CM7676Q-HB, CM7676Q-FBR",Queen Bed,Furniture of America JANIS Contemporary Queen Bed,,2,0,0,0,12,95.26,"89 1/2""L X 68 1/8""W X 52""H",Contemporary,,,,Queen,JANIS,CM7676.jpg,Light Brown,Contemporary Style,Tufted Headboard,Mid-Century Tapering Legs,Padded Fabric,Solid Wood & Others*,Light Brown,,,,,"Enjoy the comfort of this classic mid-century modern style bed that boasts fun, retro flair and clean, linear lines. A horizontally tufted headboard features smooth fabric upholstery and plush foam padding for the perfect spot to read a relaxing bedt ime story or watch a favorite late night show.  -"
3090,CM7722Q-BED,131,Bedroom,Beds,Y,"CM7722Q-HBFB, CM7722Q-R",Queen Bed,Furniture of America ROLANDA Contemporary Queen Bed,,2,0,0,0,12.8,86.9,"86 1/4""L X 64 1/2""W X 46 1/2""H",Contemporary,,,,Queen,ROLANDA,CM7722.jpg,Beige,Contemporary Style,Padded Fabric,Tapered Legs,Solid Wood & Others*,Beige,,,,,,"A soft and enchanting design to pair with any feminine setting, this upholstered bed offers an effortless and whimsical visual with its chic structure. - -"
3204,CM7914Q-BED,135,Bedroom,Beds,Y,"CM7914Q-HBFB, CM7914Q-R",Queen Bed,Furniture of America McAlroy I Industrial Queen Bed,,2,0,0,0,7.1,138.6,"83 3/4""L X 63 3/4""W X 45 1/4""H",Industrial,Metal & Others,,,Queen,McAlroy I,CM7914.jpg,Antique Black,Industrial Style,Wire Mesh Shelves & Pipe-Inspired Frame,Replicated Valve Finials,Wall Mountable Mirror,Metal/Others,Natural Tone Finish,Antique Black Frame,,,,Bring out your personal style with this industrial style bedroom collection. Each piece features unique framework inspired by metal piping with replicated valves on each post as finials. Antique black finish coats the metal tubing while wood-like pan els double as table tops for the paired end table and desk. -
2396,CM7180Q-BED,108,Bedroom,Beds,Y,"CM7180Q-HBFB, CM7180Q-R, CM7180Q-DR",Queen Bed w/ 2 Drawers,Furniture of America CORINA Contemporary Queen Bed w/ 2 Drawers,,3,0,0,0,24,177.98,"87""L X 72 1/2""W X 60""H",Contemporary,,,,Queen,CORINA,CM7180.jpg,Silver,Contemporary Style,2 Drawers in Footboard,Padded Leatherette Platform Bed,Slat Kit Included,Crystal-like Acrylic Button Tufting,"Solid Wood, Others",Silver,,,,This bed showcases silver leatherette upholstery that shines brilliantly in all settings and creates an upscale vibe fit for any contemporary home. Button tufted accents draw attention to the expansive headboard while dual built-in footboard drawers  make it easy to keep the room tidy. -
142,CM7577DR-Q-BED,15,Bedroom,Beds,Y,"CM7577Q-HB, CM7577Q-FBDR, CM7577Q-R12",Queen Bed w/ Drawers,Furniture of America Hutchinson Rustic Queen Bed w/ Drawers,,3,0,0,0,37.1,246.6,"86""L X 69 3/4""W X 58""H",Rustic,"Linen-like Fabric, Solid Wood, Wood Veneer & Others",,,Queen,Hutchinson,CM7577DR.jpg,Rustic Natural Tone,Transitional Style,Wingback Headboard with Button Tufting,2 Drawers on Footboard,2 Drawer Night Stand,Metal Handles,Felt-Lined Top Drawers,Solid Wood/Wood Veneer/Others,Rustic Natural Tone Finish,,,Set the scene for serene relaxation with this beautiful set and its gorgeous rustic natural tone finish. Diamond tufting can be found all along the fabric padded upholstered wingback style headboard while the wood grain emphasizes the natural finish.  The simple design speaks volumes with its elegant centerpiece and supporting case goods. -
163,CM7576DR-Q-BED,17,Bedroom,Beds,Y,"CM7576Q-HB, CM7576Q-FBDR, CM7576Q-R12",Queen Bed w/ Drawers,Furniture of America Hankinson Rustic Queen Bed w/ Drawers,,3,0,0,0,40.2,275.56,"86 1/4""L X 65""W X 56""H",Rustic,"Solid Wood, Wood Veneer & Others",,,Queen,Hankinson,CM7576DR.jpg,Rustic Natural Tone,Transitional Style,Slatted Wingback Headboard,2 Drawers on Footboard,2 Drawer Night Stand,Metal Handles,Felt-Lined Top Drawers,Solid Wood/Wood Veneer/Others,Rustic Natural Tone Finish,,,"With a look all its own, this set demands attention. The rustic natural tone finish enhances the slatted, wingback style headboard and emphasizes each drawer panel. Easily store added belongings within the footboard storage drawers to save floor and  closet space. Matching case goods are each equipped with ball bearing metal glides and felt-lined top drawers. -"
2467,CM7009Q-BED,110,Bedroom,Beds,Y,"CM7009Q-HB-FB-DR, CM7009Q-R",Queen Bed w/ Drawers,Furniture of America Burlington Contemporary Queen Bed w/ Drawers,,2,0,0,0,15.3,162.8,"89 1/2""L X 63""W X 40 1/2""H",Contemporary,"Leatherette, Solid Wood & Others",,,Queen,Burlington,CM7009.jpg,Espresso,Contemporary Style,Padded Leatherette Platform Bed,6 Drawers in Rails,Solid Wood & Others,Espresso Finish,,,,,,The ultra modern platform bed is the epitome of style and function. Six extra drawers (three on each side) of this contemporary bed provide lots of extra storage. The smooth leatherette complements the deep espresso finish of the matching case goods  while creating a cool modern feel to your bedroom. -
2571,CM7725BG-Q-BED,114,Bedroom,Beds,Y,"CM7725BG-Q-HBFB, CM7725BG-Q-R","Queen Bed, Beige","Furniture of America CRESSIDA Contemporary Queen Bed, Beige",,2,0,0,0,12.8,104.06,"89 7/8""L X 64 1/8""W X 46""H",Contemporary,,,,Queen,CRESSIDA,CM7725BG.jpg,Beige,Contemporary Style,Padded Leatherette Platform Bed,Biscuit Style Headboard,Tapered Legs,Solid Wood & Others*,Beige,,,,,"Simple yet charming, this adorable platform bed suits all décor styles and will surely become a versatile piece to be cherished for years to come. The timeless, tufted headboard adds a touch of visual interest while maintaining the clean, classic loo k with its leatherette upholstery.  -"
2985,CM7433BG-Q-BED,129,Bedroom,Beds,Y,"CM7433BG-Q-HB, CM7433BG-Q-FBR","Queen Bed, Beige","Furniture of America MARIANNE Contemporary Queen Bed, Beige",,2,0,0,0,10,107.9,"86""L X 64""W X 55 1/2""H",Contemporary,,,,Queen,MARIANNE,CM7433BG.jpg,Beige,Contemporary Style,Platform Bed,Padded Linen-like Fabric,Patterned Nailhead Trim,Solid Wood & Others*,Beige,,,,,"Every master bedroom deserves to have a statement piece and this chic, platform bed is just that! Bringing modern appeal to a feminine design, the plush linen upholstered headboard is lined with a fun, nailhead trim pattern consisting of angling zig- zag lines.  -"
3105,CM7678BG-Q-BED,132,Bedroom,Beds,Y,"CM7678BG-Q-HB, CM7678BG-Q-FBR","Queen Bed, Beige","Furniture of America Ennis Contemporary Queen Bed, Beige",,2,0,0,0,8.5,75.7,"86 1/2""L X 62 1/2""W X 42""H",Contemporary,"Linen-like Fabric, Solid Wood & Others",,,Queen,Ennis,CM7678BG.jpg,Beige,Contemporary Style,Curved Top Headboard,Detailed Stitching,Espresso Tapered Legs,Linen-like Fabric,Solid Wood/Others,Beige,,,,"Set the scene for a cozy night's sleep in this warm and inviting platform bed. The headboard top is ever so slightly curved for a modern touch, while detailed stitching runs up and down along the headboard. Padded and upholstered in linen-like fabric , this bed makes for an attractive piece and a relaxing oasis. -"
3159,CM7272BG-Q-BED,133,Bedroom,Beds,Y,"CM7272BG-Q-HBFB, CM7272BG-Q-R","Queen Bed, Beige","Furniture of America BARNEY Midcentury Modern Queen Bed, Beige",,2,0,0,0,15.3,97.9,"88 1/8""L X 65""W X 44 1/4""H",Midcentury Modern,,100% Polyester,,Queen,BARNEY,CM7272BG.jpg,Beige,Contemporary Style,Platform Bed,Padded Flannelette Frame,Button Tufted,Slat Kit Included,"Solid Wood, Others",Available in 5 Colors,Beige,,,"Five versatile colors, three comfortable sizes, one timeless design. These platform beds each feature smooth and inviting flannelette upholstery that allows the striking color options to make a statement. Curved corners, button accents and angled leg s work together to add a touch of mid-century modern to the setting. -"
487,CM7289Q-BED,32,Bedroom,Beds,Y,"CM7289Q-HB, CM7289Q-FB, CM7289Q-R","Queen Bed, Black","Furniture of America BRYANT II Contemporary Queen Bed, Black",,3,0,0,0,15.7,122.1,"90 1/2""L X 64 1/2""W X 59 1/4""",Contemporary,,,,Queen,BRYANT II,CM7289.jpg,Black,Contemporary Style,Padded Leatherette H/B,Crystal-like Acrylic Button Tufting,Crocodile Skin Textured Panel Accents,Mirror Front Panels on Top Drawers,English Dovetail Drawer Construction,Felt-lined Top Drawers,"Solid Wood, Wood Veneer, Others*",Black,,"Drift into a peaceful sleep surrounded by the glamour of this contemporary style bedroom collection. Lined with leatherette upholstery, the button tufted headboard flares back for a dramatic effect. Crocodile texturing along the case good tops and dr awer panel fronts add visual detailing that can only be topped by the mirrored top drawers and crystal-like acrylic knobs. -"
1063,CM7386BK-Q-BED,53,Bedroom,Beds,Y,"CM7386BK-Q-HB, CM7386BK-Q-FB, CM7386BK-Q-R","Queen Bed, Black","Furniture of America LENNART II Mid-Century Modern Queen Bed, Black",,3,0,0,0,10.6,120.1,"86 1/2""L X 64 1/2""W X 48""H",Mid-Century Modern,,,,Queen,LENNART II,CM7386BK.jpg,Black,Mid-Century Modern Style,Round Tapered Legs,Wooden Headboard,Recessed Drawer Handles,Optional Stand-alone Oval Mirror,Optional Matching Armoire,"Solid Wood, Wood Veneer, Others*",Black,,,"For a quick modern update to your home, this collection will add that trendy mid-century appeal. Featuring a sleek black finish and wooden headboard, this panel bed is complete in a platform style with an included mattress ready slat kit. Coordinatin g case goods boast slim flared legs and recessed handle drawer pulls. A choice of oval or rectangular wall mountable mirror completes this set.  -"
1079,CM7387BK-Q-BED,53,Bedroom,Beds,Y,"CM7387BK-Q-HB, CM7387BK-Q-FB, CM7387BK-Q-R","Queen Bed, Black","Furniture of America LENNART II Mid-Century Modern Queen Bed, Black",,3,0,0,0,14.4,135.3,"87""L X 63 5/8""W X 52""H",Mid-Century Modern,,,,Queen,LENNART II,CM7387BK.jpg,Black,Mid-Century Modern Style,Round Tapered Legs,Fabric Headboard,Recessed Drawer Handles,Optional Stand-alone Oval Mirror,Optional Matching Armoire,"Solid Wood, Wood Veneer, Others*",Black,,,"For a quick modern update to your home, this collection will add that trendy mid-century appeal. Featuring a sleek black finish and a leatherette headboard, this panel bed is complete in a platform style with an included mattress ready slat kit. Coor dinating case goods boast slim flared legs and recessed handle drawer pulls. A choice of oval or rectangular wall mountable mirror completes this set.  -"
2147,CM7866BK-Q-BED,98,Bedroom,Beds,Y,"CM7866BK-Q-HBFB, CM7866BK-Q-R","Queen Bed, Black","Furniture of America LOUIS PHILIPPE III Transitional Queen Bed, Black",,2,0,0,0,7.5,88.18,"88 1/8""L X 62 1/2""W X 47 1/4""H",Transitional,,,,Queen,LOUIS PHILIPPE III,CM7866BK.jpg,Black,Transitional Style,English Dovetail Construction,Sleigh Bed,Slat Kit Included,Antique Drawer Pulls,"Solid Wood, Wood Veneer, Others",Black Finish,,,,"Style your master bedroom however you like with this classic collection, featuring a sleigh bed design with matching multi-storage case goods, all with an identical black finish. The nightstand, chest and dresser allow you to store clothes, bedding a nd any other items. Bring a unique taste to your bedroom while creating a relaxing and stylish environment. -"
